Currency,PnL,Inventory,Num_Buys,Num_Sells
EURUSD.csv,0,130.05550000000002,0,0
EURJPY.csv,20808544.6962156,-20795637.696215604,500,2110
EURAUD.csv,0,142.64299999999997,0,0
AUDUSD.csv,0,91.196,0,0
GBPJPY.csv,31441765.4644103,-31426670.964410294,954,3036
